player_name,year,team,base_salary,prorated_bonus,,guaranteed_salary,capnumber,cap_percent,cash_paid
Cameron Johnston,2024,Steelers,1125000,958333,,0,2083333,0.8%,4000000
Trent Sherfield,2024,Vikings,1340000,400000,,600000,1790000,0.7%,1790000
Tyler Conklin,2024,Jets,1125000,3333334,,0,5358334,2.1%,6961765
A.J. Cole,2024,Raiders,3017000,400000,,0,3517000,1.3%,3017000
Logan Cooke,2024,Jaguars,1950000,600000,,0,2600000,1.0%,2000000
Solomon Thomas,2024,Jets,1750000,834000,,1750000,3094000,1.2%,3440000
Jeremy Reaves,2024,Commanders,1125000,750000,,1125000,2605000,1.0%,3355000
Markquese Bell,2024,Cowboys,985000,5000,,0,990000,0.4%,985000
DeShon Elliott,2024,Steelers,1500000,750000,,0,2250000,0.9%,3000000
Tommy Townsend,2024,Texans,1125000,1000000,,0,2225000,0.9%,3225000
Folorunso Fatukasi,2024,Texans,1500000,1041666,,1500000,3012254,1.2%,4948529
Nick Niemann,2024,Chargers,1055000,53502,,0,1108502,0.4%,1055000
Tim Settle,2024,Texans,1250000,1000000,,1250000,2500000,1.0%,4000000
Riley Dixon,2024,Broncos,1735000,300000,,0,2035000,0.8%,1735000
Azeez Ojulari,2024,Giants,1583853,571802,,0,2155655,0.8%,1583853
Austin Corbett,2024,Panthers,4050000,3883000,,2000000,10133000,3.9%,6250000
Cody Ford,2024,Bengals,1125000,0,,175000,1350000,0.5%,1950000
Mike Williams,2024,Steelers,5000000,379000,,2500000,1784000,0.7%,2500000
Juan Thornhill,2024,Browns,1500000,1184000,,1500000,3784000,1.3%,7000000
K'Lavon Chaisson,2024,Raiders,1125000,0,,0,875000,0.3%,875000
Jamie Gillan,2024,Giants,1630000,500000,,250000,2400000,0.9%,1900000
Brandin Echols,2024,Jets,1055000,43548,,,1098548,0.4%,1055000
Elandon Roberts,2024,Steelers,3500000,1167500,,0,4667500,1.8%,3500000
Teven Jenkins,2024,Bears,1803798,865063,,0,2668861,1.0%,1803798
Jimmy Garoppolo,2024,Rams,1210000,1968750,,1210000,3044306,1.2%,4644306
Bryan Bresee,2024,Saints,1307434,1479737,,1307434,2787171,1.1%,1307434
Xavier Legette,2024,Panthers,795000,1451759,,795000,2246759,0.9%,6602036
Cole Strange,2024,Patriots,1819180,1523358,,1819180,3342538,1.3%,1819180
Rashid Shaheed,2024,Saints,985000,250000,,,1235000,0.5%,1985000
Theo Jackson,2024,Vikings,985000,0,,0,985000,0.4%,985000
Ricky Pearsall,2024,49ers,795000,1484709,,795000,2279709,0.8%,6733836
Tyrel Dodson,2024,Dolphins,2250000,0,,0,1240000,0.5%,1740000
Cooper Rush,2024,Cowboys,2250000,625000,,0,2875000,1.1%,2500000
Blake Brandel,2024,Vikings,1100000,666666,,1100000,1916666,0.7%,3750000
Myles Murphy,2024,Bengals,1322148,1538592,,1322148,2860740,1.1%,1322148
Greg Newsome II,2024,Browns,2398467,1657955,,2398467,4056422,1.4%,2398467
Andrew Wingard,2024,Jaguars,1920000,1000000,,0,3370000,1.3%,2264118
J.T. Gray,2024,Saints,2500000,480000,,500000,3480000,1.4%,3000000
Bryan Anger,2024,Cowboys,3000000,800000,,0,3800000,1.5%,3000000
Travis Etienne,2024,Jaguars,2418834,1685111,,2418834,4103945,1.5%,2418834
Devonte Wyatt,2024,Packers,1874198,1633397,,1874198,3507595,1.3%,1874198
Nate Wiggins,2024,Ravens,795000,1535877,,795000,2330877,0.9%,6938508
Tremon Smith,2024,Broncos,1990000,700000,,0,3200000,1.2%,2500000
Devin Lloyd,2024,Jaguars,1881056,1647110,,1881056,3528166,1.3%,1881056
Noah Brown,2024,Commanders,1210000,0,,0,1210000,0.5%,1210000
Bradley Bozeman,2024,Chargers,1125000,0,,0,1125000,0.4%,1125000
Devin Bush,2024,Browns,1125000,375000,,125000,1500000,0.5%,1500000
Emmanuel Ogbah,2024,Dolphins,2000000,750000,,1250000,3220588,1.3%,4470588
Deatrich Wise,2024,Patriots,4000000,2200000,,0,7641176,2.9%,4882353
Cornelius Lucas,2024,Commanders,1210000,1000000,,1210000,2800000,1.1%,2910000
Miles Killebrew,2024,Steelers,1210000,1045000,,0,2255000,0.9%,3300000
Greg Van Roten,2024,Giants,1250000,300000,,620000,3000000,1.2%,3000000
Ar'Darius Washington,2024,Ravens,985000,0,,0,985000,0.4%,985000
Tony Adams,2024,Jets,985000,3334,,0,988334,0.4%,985000
Ryan Neuzil,2024,Falcons,985000,,,,985000,0.4%,985000
Ashton Dulin,2024,Colts,2180000,1000000,,0,4130000,1.6%,3130000
Greg Dortch,2024,Cardinals,1125000,,,,985000,0.4%,1125000
Jermaine Johnson II,2024,Jets,1894768,1674535,,1894768,3569303,1.4%,1894768
Chris Williams,2024,Bears,985000,,,,985000,0.4%,985000
Tyler Linderbaum,2024,Ravens,1908482,1701962,,,3610444,1.4%,1908482
Tyler Guyton,2024,Cowboys,795000,1596965,,795000,2391965,0.9%,7182860
Kader Kohou,2024,Dolphins,985000,10000,,0,995000,0.4%,985000
Tyler Smith,2024,Cowboys,1922192,1729385,,1922192,3651577,1.4%,1922192
Mazi Smith,2024,Cowboys,1353395,1663581,,1353395,3016976,1.2%,1353395
Anton Harrison,2024,Jaguars,1349933,1649731,,1349933,2999664,1.1%,1349933
Deonte Banks,2024,Giants,1367246,1718982,,1367246,3086228,1.2%,1367246
Dalton Kincaid,2024,Bills,1360320,1691280,,1360320,3051600,1.2%,1360320
Kaiir Elam,2024,Bills,1949620,1784238,,1949620,3733858,1.5%,1949620
Cade Mays,2024,Panthers,985000,0,,,711389,0.3%,711389
Xavier Worthy,2024,Chiefs,795000,1712321,,795000,2507321,1.0%,7644284
Jordan Addison,2024,Vikings,999170,1746679,,1374170,3120849,1.2%,1374170
Cole Van Lanen,2024,Jaguars,1055000,,,,1055000,0.4%,1055000
Kwity Paye,2024,Colts,2520660,1820879,,2520660,4341533,1.7%,2520660
Darius Robinson,2024,Cardinals,795000,1726696,,795000,2521696,0.9%,7701784
Jack Fox,2024,Lions,2975000,850000,,2083333,3975000,1.5%,3275000
Quay Walker,2024,Packers,1963332,1811662,,1963332,3774994,1.4%,1963332
Trent McDuffie,2024,Chiefs,1552044,1839088,,1977044,3816132,1.5%,1977044
Matt Peart,2024,Broncos,1125000,167500,,200000,1152500,0.4%,1292500
Jordan Elliott,2024,49ers,1125000,465000,,0,2140000,0.7%,3941176
E.J. Speed,2024,Colts,3500000,1460000,,0,5460000,2.1%,4000000
Austin Johnson,2024,Bills,1210000,611666,,1210000,2276666,0.9%,3470000
Mac Jones,2024,Jaguars,2785410,0,,2785410,2785410,1.0%,2785410
P.J. Locke,2024,Broncos,1245000,1000000,,1245000,2470000,1.0%,3720000
Chuma Edoga,2024,Cowboys,1125000,167500,,500000,868333,0.3%,953333
Greg Gaines,2024,Buccaneers,2500000,475000,,2000000,3975000,1.6%,3500000
Malcolm Roach,2024,Broncos,1257000,1250000,,500000,3000000,1.2%,4500000
Drew Sample,2024,Bengals,2250000,0,,0,4900000,1.8%,4900000
Roy Lopez,2024,Cardinals,1055000,0,,0,1055000,0.4%,1055000
Eric Stokes,2024,Packers,2286207,1508280,,2194759,3794482,1.4%,2286207
Jaelan Phillips,2024,Dolphins,2571573,1888765,,2571573,4460338,1.7%,2571573
Zay Flowers,2024,Ravens,978020,1802080,,1388020,3190100,1.3%,1388020
Kenny Pickett,2024,Eagles,985000,0,,1983900,1983900,0.8%,1983900
Graham Barton,2024,Buccaneers,795000,1755446,,795000,2550446,1.0%,7816784
Trevor Penning,2024,Saints,1553256,1866512,,1990756,3857268,1.5%,1990756
Taylor Rapp,2024,Bills,1675000,666666,,1675000,2841666,1.1%,4575000
Quentin Johnston,2024,Chargers,959945,1829779,,1394945,3224724,1.2%,1394945
Terrion Arnold,2024,Lions,795000,1812947,,795000,2607947,1.0%,8046788
Jordan Morgan,2024,Packers,795000,1784199,,795000,2579199,1.0%,7931796
Treylon Burks,2024,Titans,1567576,1907653,,2011326,3918979,1.5%,2011326
Calijah Kancey,2024,Buccaneers,948794,1885177,,1408794,3293971,1.3%,1408794
Michael Dickson,2024,Seahawks,2550000,1300000,,0,3850000,1.5%,2550000
Jack Campbell,2024,Lions,949183,1926730,,1419183,3345913,1.3%,1419183
Jaxon Smith-Njigba,2024,Seahawks,955332,1871329,,1405332,3276661,1.3%,1405332
